"City","Country.Subdivision","Country","Starbucks"
"Portage","MI","US",1
"Portland","TX","US",1
"Portsmouth","OH","US",1
"Post Falls","ID","US",1
"Pottstown","PA","US",1
"Poulsbo","WA","US",1
"Prakanong","10","TH",1
"Pranakorn","10","TH",1
"Prattville","AL","US",1
"Prestwick","SCT","GB",1
"Prince Albert","SK","CA",1
"Prince Rupert","BC","CA",1
"Prineville","OR","US",1
"Prosser","WA","US",1
"Prunedale","CA","US",1
"Puchong","10","MY",1
"Pueblo West","CO","US",1
"Pukalani","HI","US",1
"Puncak","JB","ID",1
"Purcellville","VA","US",1
"Purchase","NY","US",1
"PUYALLUP","WA","US",1
"Pwllheli Gwynedd","WLS","GB",1
"Pyeongtek-si","41","KR",1
"Quantico","VA","US",1
"Quebec City","QC","CA",1
"Quesnel","BC","CA",1
"Quilmes","B","AR",1
"Quintana Roo","ROO","MX",1
"Quinton","ENG","GB",1
"Radford","VA","US",1
"Rajthewi","10","TH",1
"Randolph AFB","TX","US",1
"Rapperswil","SG","CH",1
"Rawang","10","MY",1
"Reading","PA","US",1
"Red Bank","NJ","US",1
"Redford","MI","US",1
"Reedley","CA","US",1
"Rehoboth","DE","US",1
"Reigate and Banstead","ENG","GB",1
"Rensselaer","NY","US",1
"Republic","MO","US",1
"Revere","MA","US",1
"Rhodes","L","GR",1
"Richmond","ENG","GB",1
"Richmond","IN","US",1
"RICHMOND","VA","US",1
"Richmond Hill","GA","US",1
"Richmond,","VA","US",1
"Ridgefield","CT","US",1
"Ridgewood","NJ","US",1
"Rifle","CO","US",1
"Rio Grande","NJ","US",1
"Ripon","CA","US",1
"Ritzville","WA","US",1
"River Forest","IL","US",1
"River Ridge","LA","US",1
"Riverdale","NJ","US",1
"Riverdale","UT","US",1
"Riverhead","NY","US",1
"Riverside","CT","US",1
"Riverside","NJ","US",1
"Riverton","UT","US",1
"Riyadh","01","SA",1
"Roanoke Rapids","NC","US",1
"Rochdale","ENG","GB",1
"Rochester","MI","US",1
"Rock Springs","WY","US",1
"Rockledge","FL","US",1
"Rockville Center","NY","US",1
"Rocky Hill","CT","US",1
"Rocky Mount","NC","US",1
"Rocky River","OH","US",1
"Rocky View","AB","CA",1
"Rolling Hills","CA","US",1
"Rolling Meadows","IL","US",1
"Ronkonkoma","NY","US",1
"Rosamond","CA","US",1
"Rosario","40","PH",1
"Roseland","NJ","US",1
"Roselle","IL","US",1
"Rosemount","MN","US",1
"Roslyn","PA","US",1
"Roslyn","VA","US",1
"Roslyn Heights","NY","US",1
"Ross on Wye","ENG","GB",1
"Rotorua","N","NZ",1
"Rotterdam","ZH","NL",1
"Round Lake Beach","IL","US",1
"Royersford","PA","US",1
"Ruby","NY","US",1
"Ruidoso","NM","US",1
"Runcorn","ENG","GB",1
"Russellville","AR","US",1
"Ruston","LA","US",1
"Rye","NY","US",1
"Ryugasaki","08","JP",1
"Saanich","BC","CA",1
"Saco","ME","US",1
"Safety Harbor","FL","US",1
"Saint Laurent Du Var","U","FR",1
"Saint Paul","MN","US",1
"Saint Quentin en Yvelines","J","FR",1
"SAINT-BRUNO","QC","CA",1
"Salem","MA","US",1
"Salem","NH","US",1
"Salida","CO","US",1
"Salisbury","ENG","GB",1
"Salisbury","NC","US",1
"Salmon Arm","BC","CA",1
"Salmon Creek","WA","US",1
"Saltillo","COA","MX",1
"Samsun","55","TR",1
"San Angelo","TX","US",1
"San Anselmo","CA","US",1
"san antonio","TX","US",1
"SAN BERNARDINO","CA","US",1
"San Fernando","CA","US",1
"SAN FRANCISCO","CA","US",1
"San Isidro","B","AR",1
"San Joaquin","RM","CL",1
"San Jose","SJ","CR",1
"San Jose Pinula","GU","GT",1
"San Juan","00","PH",1
"San Juan","41","PH",1
"San Lorenzo","CA","US",1
"San Marino","CA","US",1
"San Miguel de Allende","GUA","MX",1
"San Salvador","SS","SV",1
"San Sebastian de los Reyes","MD","ES",1
"San Ysidro","CA","US",1
"Sanford","FL","US",1
"Sanger","CA","US",1
"Santa Paula","CA","US",1
"Santo Andre","SP","BR",1
"Sao Bernardo do Campo","SP","BR",1
"Sao Caetano","SP","BR",1
"Saphansung","10","TH",1
"Saratoga Springs","NY","US",1
"Sarnia","ON","CA",1
"Sault Ste. Marie","ON","CA",1
"Saunlaung","10","TH",1
"Sayville","NY","US",1
"Schaerbeek","VLG","BE",1
"Schenectady","NY","US",1
"Schereville","IN","US",1
"Schertz","TX","US",1
"Schofield Barracks","HI","US",1
"Scotrun","PA","US",1
"Scranton","PA","US",1
"Scranton,","PA","US",1
"Sea Girt","NJ","US",1
"Seabrook","NH","US",1
"Searcy","AR","US",1
"Seaside","OR","US",1
"Seattlle","WA","US",1
"Sebring","FL","US",1
"Secaucus","NJ","US",1
"Sechelt","BC","CA",1
"Sedalia","MO","US",1
"Seekonk","MA","US",1
"Seki","21","JP",1
"Selangor","10","MY",1
"Selbyville","DE","US",1
"Selden","NY","US",1
"Selkirk","MB","CA",1
"Selma","TX","US",1
"Semarang","JT","ID",1
"Seminole","FL","US",1
"Seneca","SC","US",1
"Sennan","27","JP",1
"Sentosa Island","05","SG",1
"Seokjeon","47","KR",1
"Seoul","41","KR",1
"Sepang","10","MY",1
"Seremban","05","MY",1
"Seri Kembangan","10","MY",1
"Seri Manjung","08","MY",1
"Serris","J","FR",1
"Setauket","NY","US",1
"Seville","OH","US",1
"Seward","AK","US",1
"Sewickley","PA","US",1
"Seymour","CT","US",1
"Shantin","91","CN",1
"Sharonville","OH","US",1
"Shawnee","OK","US",1
"Shelbyville","IN","US",1
"Shelton","CT","US",1
"Shelton","WA","US",1
"Sheridan","CO","US",1
"Sheridian","WY","US",1
"Shibata","15","JP",1
"Shimogyo-ku","26","JP",1
"Shimokyo-ku","26","JP",1
"Shimotsuma","08","JP",1
"Shippensburg","PA","US",1
"Shoreham By Sea","ENG","GB",1
"Shoreview","MN","US",1
"Shorewood","IL","US",1
"Short Pump","VA","US",1
"Shorthills","NJ","US",1
"Show Low","AZ","US",1
"Shrewsbury","NJ","US",1
"Shrewsbury","PA","US",1
"Shropshire","ENG","GB",1
"Sicklerville","NJ","US",1
"Sierra Madre","CA","US",1
"Siga","25","JP",1
"Signal Hill","CA","US",1
"Siheung","41","KR",1
"Silverton","OR","US",1
"Simsbury","CT","US",1
"singapore","04","SG",1
"Slingerlands","NY","US",1
"Slippery Rock","PA","US",1
"Sloatsburg","NY","US",1
"Smithers","BC","CA",1
"Smithfield","VA","US",1
"Smithtown","NY","US",1
"Snoqualmie","WA","US",1
"Snowmass Village","CO","US",1
"Snowshoe","WV","US",1
"Soledad","CA","US",1
"Solon","OH","US",1
"Soltau","NI","DE",1
"Somers","NY","US",1
"Somers Point","NJ","US",1
"Somerset","NJ","US",1
"Somersworth","NH","US",1
"South Amboy","NJ","US",1
"South Beach","FL","US",1
"SOUTH BEND","IN","US",1
"South Brookline","MA","US",1
"South Brunswick","NJ","US",1
"South Charleston","WV","US",1
"SOUTH CORONA","CA","US",1
"South Dennis","MA","US",1
"South Euclid","OH","US",1
"South Gate","CA","US",1
"South Holland","IL","US",1
"South Jordan","UT","US",1
"South Lebanon","OH","US",1
"South Ogden","UT","US",1
"South Orange","NJ","US",1
"South Plainfield","NJ","US",1
"South Riding","VA","US",1
"South Salt Lake City","UT","US",1
"South Surrey","BC","CA",1
"Southborough","MA","US",1
"Southbury","CT","US",1
"Southeastern","PA","US",1
"Southhaven","MS","US",1
"Southland","N","NZ",1
"Southwark","ENG","GB",1
"Spangdahlem","RP","DE",1
"Spanish Fork","UT","US",1
"Spanish Fort","AL","US",1
"Spearfish","SD","US",1
"Spokane Valley","WA","US",1
"SPRING","TX","US",1
"Spring Hill","TN","US",1
"SPRING HILL","TN","US",1
"Spring Valley","CA","US",1
"Spring Valley","TX","US",1
"Springdale","OH","US",1
"Springfield","MA","US",1
"Springhouse","PA","US",1
"St Albans","ENG","GB",1
"St Andrews","SCT","GB",1
"St Cloud","MN","US",1
"St Helens","OR","US",1
"St Johns","NL","CA",1
"St Joseph","MI","US",1
"St Joseph","MO","US",1
"St Laurent","QC","CA",1
"St Louis Park","MN","US",1
"St Matthews","KY","US",1
"St Petersburg","FL","US",1
"St Simon's Island","GA","US",1
"St. Albans","ENG","GB",1
"St. Charles","MO","US",1
"St. Clairsville","OH","US",1
"St. Helens","ENG","GB",1
"St. Helens","OR","US",1
"St. Petersburg","FL","US",1
"STAFFORD","ENG","GB",1
"Stanford","CA","US",1
"Stanley","91","CN",1
"Stanton","CA","US",1
"Statesville","NC","US",1
"Staunton","VA","US",1
"Stayton","OR","US",1
"Stephenville","TX","US",1
"Sterling Park","VA","US",1
"Stevens Point","WI","US",1
"Stevenson Ranch","CA","US",1
"Stockbridge","GA","US",1
"Stockbridge","SCT","GB",1
"Stolkholm - Arlanda","AB","SE",1
"Stone Mountain","GA","US",1
"Stony Creek","VA","US",1
"Stony Plain","AB","CA",1
"Storrs","CT","US",1
"Stoughton","MA","US",1
"Stowe","PA","US",1
"Stratford","CT","US",1
"Stratford","ENG","GB",1
"Streetsboro","OH","US",1
"Stroudsburg","PA","US",1
"Stuttgart","BW","DE",1
"Sudbury","MA","US",1
"Suffern","NY","US",1
"Suffolk","ENG","GB",1
"Sugar Hill","GA","US",1
"Suisun City","CA","US",1
"Sulzbach","HE","DE",1
"Summit","NJ","US",1
"Sun City","AZ","US",1
"Sun City West","AZ","US",1
"Sun Prairie","WI","US",1
"Sunbury","OH","US",1
"Suncheon","46","KR",1
"Sunderland","ENG","GB",1
"Sungai Petani","02","MY",1
"Sungnam","41","KR",1
"Sunny Isles Beach","FL","US",1
"Sunnyside","NY","US",1
"Sunnyside","WA","US",1
"Surakarta","JT","ID",1
"Surbiton","ENG","GB",1
"Surco","LIM","PE",1
"Sussex","WI","US",1
"Susurluk","10","TR",1
"Sutton Coldfield","ENG","GB",1
"Suwa","20","JP",1
"Suzuka","24","JP",1
"Swampscott","MA","US",1
"Swansea","MA","US",1
"Swansea","WLS","GB",1
"Sweet Home","OR","US",1
"Swords","L","IE",1
"Syosset","NY","US",1
"Taft","CA","US",1
"Tagaytay","40","PH",1
"Tagaytay City","40","PH",1
"Tai Koo Shing","91","CN",1
"Taibao City","CYQ","TW",1
"Taiping","08","MY",1
"Taitung City","TTT","TW",1
"Takeo","41","JP",1
"Talingchan","10","TH",1
"Talisay","06","PH",1
"Tameside","ENG","GB",1
"Tampico","TAM","MX",1
"Tamworth","ENG","GB",1
"Taoyuan","TAO","TW",1
"Taoyuan County","TAO","TW",1
"Taranaki","N","NZ",1
"Tarentum","PA","US",1
"Tarpon Springs","FL","US",1
"Tauranga","N","NZ",1
"Taylor","MI","US",1
"Taylors","SC","US",1
"Taylorsville","UT","US",1
"Taytay","40","PH",1
"Tehachapi","CA","US",1
"Telde","CL","ES",1
"Temple","PA","US",1
"Temple City","CA","US",1
"Tepic","NAY","MX",1
"Terrace","BC","CA",1
"Terrell","TX","US",1
"Texarkana","TX","US",1
"Thalwil","ZH","CH",1
"Thành Phố Hồ Chí Minh","SG","VN",1
"Thatcher","AZ","US",1
"The Colony","TX","US",1
"The Villages","FL","US",1
"Thetford","ENG","GB",1
"Thibodaux","LA","US",1
"Thompson","MB","CA",1
"Thompsons Station","TN","US",1
"Thonburi","10","TH",1
"Thunburi","13","TH",1
"Thurrock","ENG","GB",1
"Tifton","GA","US",1
"Tigre","B","AR",1
"Tilton","NH","US",1
"Timisoara","TM","RO",1
"Tin Hau","91","CN",1
"Titusville","FL","US",1
"Tlajomulco","JAL","MX",1
"Tlalnepantla de Baz","MX","MX",1
"Tlaquepaque","JAL","MX",1
"Tokorozawa","11","JP",1
"Tokyo","13","JP",1
"Tolleson","AZ","US",1
"Tomakomai","01","JP",1
"Tomigusuku","47","JP",1
"Tomiya","04","JP",1
"Tongyeong","48","KR",1
"Toppenish","WA","US",1
"Toride","08","JP",1
"Torrelodones","MD","ES",1
"Torrington","CT","US",1
"Tortuguitas","B","AR",1
"Town and Country","MO","US",1
"Town of Southwest Ranches","FL","US",1
"Traverse City","MI","US",1
"Travis AFB","CA","US",1
"Trenton","NJ","US",1
"Trevose","PA","US",1
"Trinidad","CO","US",1
"Trophy Club","TX","US",1
"Trussville","AL","US",1
"Tsu","24","JP",1
"Tsuen Wan","91","CN",1
"Tsurugashima","11","JP",1
"Tuckahoe","NY","US",1
"Tuen Mum","91","CN",1
"Tujunga","CA","US",1
"Tulalip","WA","US",1
"Tunica","MS","US",1
"Tupelo","MS","US",1
"Turnersville","NJ","US",1
"Tuxtla Gutierrez","CHP","MX",1
"Twentynine Palms","CA","US",1
"Twickenham","ENG","GB",1
"Twinsburg","OH","US",1
"Ueda","20","JP",1
"Ulu Langat","10","MY",1
"Uncasville","CT","US",1
"Union","KY","US",1
"Uniondale","NY","US",1
"Uniontown","PA","US",1
"Unionville","ON","CA",1
"Universal City","CA","US",1
"University Park","PA","US",1
"University Place","WA","US",1
"Upper Darby","PA","US",1
"Upper Montclair","NJ","US",1
"Upper Southampton Township","PA","US",1
"Urasoe","47","JP",1
"Urbana","IL","US",1
"Uruapan","MIC","MX",1
"Ushiku","08","JP",1
"Utica","MI","US",1
"Utrecht","UT","NL",1
"VA Beach","VA","US",1
"Valaparaiso","IN","US",1
"Valley Grove","WV","US",1
"Valley Park","MO","US",1
"Valley Springs","CA","US",1
"Valley Stream","NY","US",1
"Valley Village","CA","US",1
"Valparaiso","IN","US",1
"Valrico","FL","US",1
"vancouver","BC","CA",1
"Vandalia","OH","US",1
"Velizy-Villacoublay","J","FR",1
"Vernon","NJ","US",1
"Verona","PA","US",1
"Versailles","J","FR",1
"Versailles","KY","US",1
"Vevey","VD","CH",1
"Viera","FL","US",1
"VIERNHEIM","HE","DE",1
"Ville Mont-Royal","QC","CA",1
"Villeurbanne","V","FR",1
"Vineland","NJ","US",1
"Virginia","MN","US",1
"Volo","IL","US",1
"W. Hempstead","NY","US",1
"W. Richland","WA","US",1
"Waban","MA","US",1
"Waconia","MN","US",1
"Waianae","HI","US",1
"Waikoloa","HI","US",1
"Wailea","HI","US",1
"Waite Park","MN","US",1
"Wake Forest","NC","US",1
"Wakefield","ENG","GB",1
"Wakefield","RI","US",1
"Walker","MI","US",1
"WALLA WALLA","WA","US",1
"Wallasey","ENG","GB",1
"Walled Lake","MI","US",1
"Wallisellen","ZH","CH",1
"Walnut","CA","US",1
"Walpole","MA","US",1
"Walton","KY","US",1
"Walton on Thames","ENG","GB",1
"Wangthonglang","10","TH",1
"Wantagh","NY","US",1
"Wareham","MA","US",1
"Warminster","ENG","GB",1
"Warminster","PA","US",1
"Warr Acres","OK","US",1
"Warren","NJ","US",1
"Warren","OH","US",1
"Warrington","ENG","GB",1
"Warsaw","IN","US",1
"Warwick","ENG","GB",1
"WARWICK","RI","US",1
"Washington","MO","US",1
"Washington","PA","US",1
"Washington Township","PA","US",1
"Waterbury","CT","US",1
"Waterdown","ON","CA",1
"Waterfall","PA","US",1
"Waterford","MI","US",1
"Watertown","CT","US",1
"Watertown","SD","US",1
"Waterville","ME","US",1
"Waterville","OH","US",1
"Watford","ENG","GB",1
"Waxhaw","NC","US",1
"Waycross","GA","US",1
"Wayland","MA","US",1
"Waynesville","MO","US",1
"Waynesville","NC","US",1
"Wayzata","MN","US",1
"Weaverville","CA","US",1
"Weaverville","NC","US",1
"Webb City","MO","US",1
"Webster","MA","US",1
"Webster Groves","MO","US",1
"Wednesbury","ENG","GB",1
"Weirton","WV","US",1
"WEITERSTADT","HE","DE",1
"Welwyn Garden Centre","ENG","GB",1
"Wendover","NV","US",1
"Weslaco","TX","US",1
"Wesley Chapel","NC","US",1
"West Babylon","NY","US",1
"West Bend","WI","US",1
"West Bloomfield","MI","US",1
"West Burlington","IA","US",1
"West Caldwell","NJ","US",1
"West Chicago","IL","US",1
"West covina","CA","US",1
"West Dundee","IL","US",1
"West Gardiner","ME","US",1
"West Grove","PA","US",1
"West Homestead","PA","US",1
"West Kelowna","BC","CA",1
"West New York","NJ","US",1
"West Roxbury","MA","US",1
"West St. Paul","MN","US",1
"West Sussex","ENG","GB",1
"Westbank","BC","CA",1
"Westboro","MA","US",1
"Westchester","CA","US",1
"Westchester","IL","US",1
"Westchester","PA","US",1
"Western Springs","IL","US",1
"Westfield","IN","US",1
"Westfield","MA","US",1
"Westfield","NJ","US",1
"Westford","MA","US",1
"Westlake","CA","US",1
"Westlake","OH","US",1
"westmoreland","NY","US",1
"Weston Super Mare","ENG","GB",1
"Westwood","CA","US",1
"Westwood","MA","US",1
"Westwood","NJ","US",1
"Wetaskiwin","AB","CA",1
"Wethersfield","CT","US",1
"Wexford","PA","US",1
"Weymouth","ENG","GB",1
"Weymouth","MA","US",1
"Wheaton","MD","US",1
"Wheeling","WV","US",1
"White Bear Lake","MN","US",1
"White Lake","MI","US",1
"White Marsh","MD","US",1
"Whitefish","MT","US",1
"Whitefish Bay","WI","US",1
"Whitehall","OH","US",1
"Whitehall","PA","US",1
"Whitehouse Station","NJ","US",1
"Whiteley","ENG","GB",1
"Whitestone","NY","US",1
"Whitestown","IN","US",1
"Wickenburg","AZ","US",1
"Wigan","ENG","GB",1
"Wildwood","MO","US",1
"Wilkes-Barre","PA","US",1
"WILLCOX","AZ","US",1
"Willemstad","ANT","CW",1
"Willemstad","CW","CW",1
"Williams","AZ","US",1
"Williams Lake","BC","CA",1
"Williamsport","PA","US",1
"Williamston","MI","US",1
"Willis","TX","US",1
"Williston","VT","US",1
"Willits","CA","US",1
"Willoughby","OH","US",1
"Willow Grove","PA","US",1
"Willowbrook","IL","US",1
"Willows","CA","US",1
"Wilmington","MA","US",1
"Wilton","CT","US",1
"Wilton Manors","FL","US",1
"Wiltshire","ENG","GB",1
"Winchester","CA","US",1
"Winchester","KY","US",1
"Winchester","MA","US",1
"Windsor","CT","US",1
"Winnetka","IL","US",1
"Winona","MN","US",1
"Winter Haven","FL","US",1
"Winter Park","CO","US",1
"Winter Springs","FL","US",1
"Wisbech","ENG","GB",1
"Wisconsin Dells","WI","US",1
"Wolverhampton","ENG","GB",1
"Woodbridge","CT","US",1
"Woodbury","NY","US",1
"Woodcliff Lake","NJ","US",1
"Woodland","WA","US",1
"Woodland Park","CO","US",1
"Woodside","NY","US",1
"Woodstock","IL","US",1
"Woodstock","ON","CA",1
"Woodstock","OR","US",1
"Woodway","TX","US",1
"Woolwich","ENG","GB",1
"Wooster","OH","US",1
"Worthington","OH","US",1
"Wright-Patterson AFB","OH","US",1
"Wujie Township","ILA","TW",1
"WUPPERTAL","NW","DE",1
"Wyckoff","NJ","US",1
"Wynnewood","PA","US",1
"Wyomissing","PA","US",1
"Wytheville","VA","US",1
"Xalapa","VER","MX",1
"Xiluo Township","YUN","TW",1
"Yamato","14","JP",1
"Yangsan","48","KR",1
"Yankton","SD","US",1
"Yao","27","JP",1
"Yardville","NJ","US",1
"Yeosu","46","KR",1
"Yilan County","ILA","TW",1
"Yodogawa","27","JP",1
"Yogyakarta","YO","ID",1
"York","NE","US",1
"Yorktown","VA","US",1
"Yorktown Heights","NY","US",1
"Yorkville","IL","US",1
"Yoshioka","10","JP",1
"Yotsukaido","12","JP",1
"Yuanlin Township","CHA","TW",1
"Yucaipa","CA","US",1
"YUCAIPA","CA","US",1
"Yucca Valley","CA","US",1
"Yuen Long","91","CN",1
"Zeeland","MI","US",1
"Zephyr Cove","NV","US",1
"Zhubei City","HSZ","TW",1
"Zionsville","IN","US",1
"Zushi","14","JP",1
"اشرفية","BA","LB",1
"الخرج","01","SA",1
"الزينج","13","BH",1
"الطائف","03","SA",1
"الظهران","04","SA",1
"المدينة المنورة","02","SA",1
"المنامة","15","BH",1
"الهفوف","03","SA",1
"بيروت- وسط المدينة","BA","LB",1
"جال الديب","BA","LB",1
"جناح","BA","LB",1
"جية","BA","LB",1
"زلقة","BA","LB",1
"سند","14","BH",1
"عين مريسة","BA","LB",1
"غزير","BA","LB",1
"قريطم","BA","LB",1
"متن الشمالى","BA","LB",1
"مدينة الكويت","JA","KW",1
"경북","47","KR",1
"충청남도","44","KR",1
